,0
2557,trq_sf_maris_14_stu
2558,cgi_s_base_stu
2559,remote_1_stu
2560,cps_1_stu
2561,cps_2_stu
2562,sci_c_1_1_stu
2563,scs_2_1_stu
2564,scs_2_2_stu
2565,scs_2_3_stu
2566,scs_2_4_stu
2567,sci_c_3_1_stu
2568,sci_c_3_2_stu
2569,sci_c_3_3_stu
2570,sci_c_3_4_stu
2571,sci_c_4_1_stu
2572,sci_c_4_2_stu
2573,sci_c_4_3_stu
2574,sci_c_4_4_stu
2575,sci_c_5_1_stu
2576,sci_c_5_2_stu
2577,mini_class_stu
2578,mini_interviewer_stu
2579,mini_medication_stu___1
2580,mini_medication_stu___2
2581,mini_medication_stu___3
2582,mini_medication_stu___4
2583,mini_medication_stu___5
2584,mini_medicine_other_stu
2585,mini_start_time_stu
2586,mini_end_time_stu
2587,mini_total_time_stu
2588,depres_stu___1
2589,depres_stu___2
2590,depres_stu___3
2591,suicide_stu___1
2592,suicide_stu___2
2593,suicide_risk_stu
2594,dysthemia_stu___1
2595,manic_stu___1
2596,manic_stu___2
2597,hypomania_stu___1
2598,hypomania_stu___2
2599,bipolar_i_stu___1
2600,bipolar_i_stu___2
2601,bipolar_ii_stu___1
2602,bipolar_ii_stu___2
2603,bipolar_unclassified_stu___1
2604,bipolar_unclassified_stu___2
2605,panic_stu___1
2606,panic_stu___2
2607,agoraphobia_stu___1
2608,separation_anxiety_stu___1
2609,social_anxiety_stu___1
2610,social_anxiety_stu___2
2611,social_anxiety_stu___3
2612,phobia_stu___1
2613,ocd_stu___1
2614,ptsd_stu___1
2615,alcohol_depend_stu___1
2616,alcohol_use_stu___1
2617,drug_depend_stu___1
2618,drug_use_stu___1
2619,tourette_stu___1
2620,motor_tics_stu___1
2621,vocal_tics_stu___1
2622,transient_tics_stu___1
2623,adhd_mix_stu___1
2624,adhd_attention_stu___1
2625,adhd_hyper_stu___1
2626,conduct_stu___1
2627,odd_stu___1
2628,psychotic_stu___1
2629,psychotic_stu___2
2630,affect_psychotic_stu___1
2631,affect_psychotic_stu___2
2632,anorexia_stu___1
2633,bulimia_stu___1
2634,anorexia_bulmus_stu___1
2635,gad_stu___1
2636,adjustment_stu___1
2637,organic_stu
2638,development_stu___1
2639,main_dianose_stu
2640,c_ssrs_t_time_stu
2641,c_ssrs_t_2weeks_1_stu
2642,c_ssrs_t_2weeks_2_stu
2643,c_ssrs_t_2weeks_3_stu
2644,c_ssrs_t_2weeks_4_stu
2645,c_ssrs_t_2weeks_5_stu
2646,c_ssrs_t_last_1_stu
2647,c_ssrs_t_last_2_stu
2648,c_ssrs_t_last_3_stu
2649,c_ssrs_t_last_4_stu
2650,c_ssrs_t_last_5_stu
2651,c_ssrs_t_life_1_stu
2652,c_ssrs_t_life_2_stu
2653,c_ssrs_t_life_3_stu
2654,c_ssrs_t_life_4_stu
2655,c_ssrs_t_life_5_stu
2656,c_ssrs_t_6_stu
2657,c_ssrs_t_7_stu
2658,c_ssrs_t_8_stu
2659,c_ssrs_t_9_stu
2660,c_ssrs_t_10_stu
2666,c_ssrs_t_11_2weeks_stu
2667,c_ssrs_t_12_2weeks_stu
2668,c_ssrs_t_13_2weeks_stu
2669,c_ssrs_t_14_2weeks_stu
2670,c_ssrs_t_15_2weeks_stu
2671,c_ssrs_t_16_2weeks_stu
2672,suicidal_behavior_last_11_stu
2673,suicidal_behavior_last_12_stu
2674,suicidal_behavior_last_13_stu
2675,suicidal_behavior_last_14_stu
2676,suicidal_behavior_last_15_stu
2677,suicidal_behavior_last_16_stu
2684,c_ssrs_t_11_life_stu
2685,c_ssrs_t_12_life_stu
2686,c_ssrs_t_13_life_stu
2687,c_ssrs_t_14_life_stu
2688,c_ssrs_t_15_life_stu
2689,c_ssrs_t_16_life_stu
2696,treatment_end_2_stu
2697,chameleon_ideation_stu
2698,emergency_stu
2699,chameleon_psychotherapy_stu
2700,chameleon_psychotherapy_2_stu___5
2701,chameleon_psychotherapy_other_stu
2702,chameleon_medicine_stu
2703,chameleon_medicine_2_stu___3
2704,chameleon_medicine_other_stu
2705,chameleon_notes_stu
2706,c_ssrs_fu_thought_1_clin
2707,c_ssrs_fu_thought_2_clin
2708,c_ssrs_fu_thought_3_clin
2709,c_ssrs_fu_thought_4_clin
2710,c_ssrs_fu_thought_5_clin
2711,c_ssrs_fu_intensity_clin
2712,c_ssrs_fu_frequ_clin
2713,c_ssrs_fu_lengh_clin
2714,c_ssrs_fu_control_clin
2715,c_ssrs_fu_deter_clin
2716,c_ssrs_fu_reason_clin
2717,c_ssrs_fu_attemp_clin
2718,c_ssrs_fu_attemp_2_3_clin
2719,c_ssrs_fu_attemp_3_clin
2720,c_ssrs_fu_attemp_4_clin
2721,c_ssrs_fu_attemp_4_2_clin
2722,c_ssrs_fu_attemp_4_3_clin
2723,c_ssrs_fu_attemp_5_clin
2724,c_ssrs_fu_attemp_5_2_clin
2725,c_ssrs_fu_attemp_5_3_clin
2726,c_ssrs_fu_attemp_6_clin
2727,c_ssrs_fu_attemp_6_2_clin
2728,c_ssrs_fu_attemp_7_clin
2729,c_ssrs_fu_attemp_8_clin
2730,c_ssrs_fu_done_clin
2731,c_ssrs_fu_done_2_clin
2732,inattentive_child
2733,inattentive_mother
2734,inattentive_father
